Instance,Heuristic,TotalDistance,Routes
instance_1.vrp,RandomHeuristic,1291.725955726562,"1  6  11  14  13  9  17  3  15  8  22  28  18  26  12  19  21  27  1 | 1  25  23  7  10  16  5  4  2  29  24  20  1 | "
instance_10.vrp,RandomHeuristic,744.3956104720525,"1  12  2  13  14  8  6  11  4  9  10  7  3  5  1 | "
instance_2.vrp,RandomHeuristic,977.5179411078263,"1  13  4  14  10  8  6  9  15  2  16  5  11  12  1 | 1  3  7  1 | "
instance_3.vrp,RandomHeuristic,1744.880111054074,"1  4  24  22  5  2  23  10  16  27  7  15  17  1 | 1  11  12  8  18  21  3  6  9  13  20  1 | 1  25  26  14  19  1 | "
instance_4.vrp,RandomHeuristic,2724.069294158899,"1  39  22  45  34  8  35  3  5  10  38  2  6  9  27  44  13  16  1 | 1  41  28  30  14  25  24  12  19  37  17  15  11  40  42  29  4  20  1 | 1  26  43  23  33  31  46  7  47  18  32  36  21  1 | "
instance_5.vrp,RandomHeuristic,2736.6941520439705,"1  10  37  5  45  40  8  34  46  21  33  13  6  31  26  44  12  1 | 1  23  29  2  28  48  32  41  11  9  17  1 | 1  38  50  30  15  24  35  22  20  42  1 | 1  19  49  7  39  18  25  3  43  36  47  14  27  1 | 1  4  16  1 | "
instance_6.vrp,RandomHeuristic,540.9538802086404,"1  11  6  7  9  3  5  2  8  12  4  13  1 | 1  10  1 | "
instance_7.vrp,RandomHeuristic,2605.03776334213,"1  45  40  20  31  19  35  24  36  6  8  37  2  46  16  1 | 1  43  21  42  18  14  28  15  44  3  17  13  26  41  10  7  1 | 1  47  32  38  5  11  29  39  9  30  4  23  34  48  1 | 1  27  22  25  12  33  49  1 | "
instance_8.vrp,RandomHeuristic,2191.377619174508,"1  11  40  23  22  6  36  12  33  24  19  3  8  9  34  28  13  10  1 | 1  29  41  14  16  31  37  39  2  20  15  35  42  5  32  27  21  30  25  7  1 | 1  4  26  18  17  38  1 | "
instance_9.vrp,RandomHeuristic,962.0284372247709,"1  13  9  2  10  4  6  3  8  18  5  1 | 1  15  11  12  14  7  17  16  1 | "
instance_1.vrp,GreedyHeuristic,617.431787549935,"1  6  20  29  13  14  7  24  27  15  11  3  19  2  21  9  12  1 | 1  22  16  8  5  26  18  25  28  17  4  10  23  1 | "
instance_10.vrp,GreedyHeuristic,420.2494893635898,"1  5  2  9  13  3  8  4  10  12  11  6  14  7  1 | "
instance_2.vrp,GreedyHeuristic,468.7005341969311,"1  15  5  4  12  13  6  2  8  3  9  11  10  16  1 | 1  14  7  1 | "
instance_3.vrp,GreedyHeuristic,673.2157601378976,"1  4  7  20  16  13  27  21  25  23  15  22  8  9  1 | 1  26  14  12  5  10  3  17  11  19  1 | 1  24  2  6  18  1 | "
instance_4.vrp,GreedyHeuristic,965.3551186200178,"1  28  29  12  23  24  22  42  38  17  5  13  2  18  30  27  35  47  20  1 | 1  3  10  14  25  32  37  11  31  26  8  6  40  1 | 1  46  9  15  4  36  7  21  45  44  43  34  41  16  33  19  39  1 | "
instance_5.vrp,GreedyHeuristic,1314.7936734895343,"1  10  37  20  35  12  43  21  31  29  27  22  50  16  19  39  47  1 | 1  17  26  45  40  5  6  48  13  25  11  9  4  1 | 1  36  44  24  8  49  3  38  23  32  1 | 1  18  7  15  46  14  34  30  42  33  28  1 | 1  41  2  1 | "
instance_6.vrp,GreedyHeuristic,456.00576469907605,"1  11  6  10  8  13  2  3  4  12  7  9  1 | 1  5  1 | "
instance_7.vrp,GreedyHeuristic,1044.3711674091396,"1  21  47  42  35  15  11  9  46  17  7  43  32  38  20  34  1 | 1  2  31  10  30  22  29  28  13  41  24  45  5  14  6  1 | 1  26  3  39  12  19  40  27  18  4  48  33  49  1 | 1  8  23  36  25  44  37  16  1 | "
instance_8.vrp,GreedyHeuristic,944.6108727452797,"1  23  32  16  29  10  18  38  21  42  3  13  2  5  27  24  22  1 | 1  14  30  6  9  26  28  17  8  25  19  4  20  35  33  34  40  11  12  1 | 1  39  31  15  41  7  37  36  1 | "
instance_9.vrp,GreedyHeuristic,594.2654027006568,"1  2  10  12  6  15  3  7  5  11  14  17  1 | 1  13  18  8  16  4  9  1 | "
